/* ITS A GIFT, WITh NO VALUE YOU CAN MEASURE,
*  FOR YOU AND ANYONE BESIDES YOU.
*  0xe328d8daa44b766f8a2e04e0479f6b316c0bf290
*/ 

"GENESIS L1 GIFT v1",
"0x4af251e22fa3e2d84d70db6843e1ec6e61645d9d",34
"0xa56be3fca8d8b661019e5fe76c1acd0d420f4c0b",34
"0x3be87057cc16ef6e3c3c72d4c8bb79207ebe0e55",34
"0x85d238e56b20bdeae543017f4df314e050694e89",34
"0x07ab3fea7ff5839b2b8bd1b4e14119e157b01f73",34
"0x49637fd6473d2387a034028db24f4e5626ee0feb",33
"0x8154555f32e5408a1ff8d1a8090c5f8efd1c3648",33
"0x4c8a74a4ce1baa62da49209d07435b4a4738131e",31
"0x9c2fce4619bb680e9424820fa43d117bd6af2f2c",31
"0xbba60570d0f850aaa99a9319224c1f64a583d2e7",31
"0xcbddd5ce20450931fca5e57b2d66ecab07acd7c6",30
"0x5f62d744baa9302359327bf449dfb97a7b2a5974",30
"0xdfc19b7446b7a92c1a8b202c93c421338c9f5f87",30
"0x03c39c79aabd98eb08ff8491becb4c454f106c6b",29
"0x21163bd244442b2aa3b0b42f359a6231ce87f28c",29
"0x4e1a9fdd4b79131148176b727019a903b782cf58",29
"0xc8871643286eb02452d6e65f64d707ec01be6e4e",28
"0x3466c39836ce8ff0bc3e1254fb869a45902ccc4c",28
"0xaf77f649e1232e98a0a8c1f2617f004b7d72afaf",27
"0x634214864d6e53769bba339c6bf55fdd8ab614f7",27
"0x62358d0bc84709e4eaf3596b3843375f35e3ee0e",27
"0x0bb207f8e5cdc7a77b36c8a277b9cf09e86dd047",26
"0xc4a1daa62947802be90469081d5cfbb4456dc78d",26
"0x9fd08ae8f8b58ae81c8c13c5dfde0ebcc38b0804",26
"0x62fecb458ecc692d1a58ef196acaadf32f6079ec",26
"0x985d99bfc7c81a4e4f6de071d9fc00e62d3dde07",26
"0x001589fe1923c2118f34e4277f2ef650fcbf0161",26
"0x6d32534934c730bfbbb1c4efadeef690ab50e624",25
"0x1376c8461ca597085dc585e68a9d7bf4bf65c910",25
"0x08faa89c817a1c45c2fafc762a725f9f9a968b3f",25
"0x3c4cb0ea1a2f0b3946517f79af84bfc8bd1b2ad1",25
"0x09cbfb76ea8200ff74d91c0b7add0847fcbc3848",25
"0xd50701e04ef9e2fb9b732ebe3459cb729fdfc5e8",24
"0x9e911719121442bde3c4826c3755ef81ded81e45",24
"0x46bc92e1844e9335b6900824b5d32ad84668d463",24
"0xdcfe7ba4172c0de7f955da6a41f14c2692e860b2",24
"0xb8968bf7249b4da9c54512538027362ab3952d84",24
"0x04c2d694307d13b80144d465c45e11e0182d646e",23
"0x2eeaa8821cdc9a1a5829d8a49feb7ca59b3f7104",23
"0x72e7109b6b556e3761d9eee8dc09b69ec5f83845",23
"0xa200023aa041351cc65e0560d0d79c2e67a06430",23
"0xca5170984edfd2275dcb65aeefa0d41756477007",22
"0xb654e6d7cdda1a751299f4d750b20e1b7e6e9402",22
"0xf634d690525233197fd90cce218b6f22e59e110a",21
"0x93f5b95ba70aa438246f290f0d72f30e0ac9babe",21
"0x4b6515ea7dcefe6bdf0187aa7bd6edbc5e70ddfd",21
"0xf05eed82e935b4e072f33ffe4b76c92a6747c795",21
"0x5af3958acc6d46c7be362b28270ba37af224d663",21
"0x64cf5501b1b3307e274655fdb25155c468d65f73",21
"0xa6f02d68d26b2a193c7296183815ce5a3ff52f63",21
"0x85362d4700d2f8d55d1d779b31b837c863ae3c14",21
"0xe4be935a04c223a9874826cd37f7b4999f929680",20
"0x82a07c9ae2c2324fcf7d91714b020d5be1473db0",20
"0xbf8d7d7220022e0dacbf16b952fa8543bbe178c3",20
"0x0de37e252700dc0ff76e9db034c178c2a65fb038",20
"0xc6caf9d4853287fb5a369df79eee311280d25278",19
"0x11f1135c6ce5d375d4e621d43c40958090511d75",19
"0x1ddab700ccb895fb61666fc8bd7b53fd036ab73c",19
"0xb07fcbd28ec430a8a1e0d0b2102d8a2b3481c543",19
"0x76b31ca1c3b54336440c9c8ee5042d8ad10fe3f0",18
"0xa65dbb197e5a9b330372e08a953b1bffa89f0d05",18
"0xb45d9bbcade25834f6068cd2dd307722b87fe2db",18
"0xf5cbeb9d3e025678658dfaf8dbb6556bdfb7b38c",18
"0x9cef855326619d6b15b4a98619630bbfdcf7d5c6",17
"0x6961d89ea47b566f16d99ad54bffb120688d28d9",17
"0xebc376dbfbd900feee9ebd18819d030722004e0e",17
"0x2ad65f1ca7ac695564493971a5842471f60a9f96",16
"0xdec08cb92a506b88411da9ba290f3694be223c26",16
"0xe5520ebfbb84c23c5146dfa365d7b68819966b5e",16
"0xfa4fe9720526b1a620e28e3f71ea135723774e71",16
"0x465c94bcd7819aa2d2226f24f0bc87d6940938ed",16
"0x1074583f3af2da30e3fb7b860b5183b13437024c",15
"0x327a88a6e38c049bab4cf664359e12719fd34c66",15
"0x9fce6af65d46f273b62c27b5bcd4bf3952387ab6",15
"0x802fd6f432ee39dc3444411ec077715c1d46241e",14
"0x351af85e072336f3e118e8fdf754f067fb5e4deb",14
"0xd2f4ae89e317238e87f1b47c703289968af37b2e",14
"0xd34975b63a76e8fa4a5e8bcb1ba2d5d1604e8331",14
"0xc011273eb365b11150e72456f535d2f9d8443e8e",13
"0x4f295b79aa7153c2cdf150eae53fbda2c0c638cf",13
"0x0e8d670d40f8784c7ebb1f1a67902a6086f5f87c",13
"0x56edae92b5a844dae11bbdee27eed62476b68d18",13
"0x8b5f4a7c1a58397c12cf65cb80e5ff3573a5be1d",13
"0x1e92c7b70bb5f0298f7ceb32a7b9c72a4dcb69fb",12
"0x1a191a246d2de7be59138922976842588ce7e788",12
"0x44f6d8fa6742eff494d4d01de90114eb052c0c0c",12
"0x38abb3326ce126e05972c8b6041265d9bc2c974e",12
"0x26de840d8d4d7d857e39520277a725378bac1727",12
"0x0d0a0958b406cfe5ba8b2716334295416de387f1",12
"0x2e2dbda311f6b34a2a17fcdcecff86597c6bdf40",12
"0xa564ded50770ed6dd3ba027a07f7f10eb109dd44",11
"0xba73b42b4e36d53e25c1ffb3b0af88f819bbf28b",11
"0x9aa7822b9882923bbe519fbc79f1cf8b5853f1a9",11
"0xbac18356c49f314fecc62366c6396864d501c912",11
"0x32db6991f15972fa417680c0e01350e54bdcbdb3",11
"0xee45068a80ed0c086517bef6b2d323699c0f746b",11
"0xf01443cd1538631e26c12b4d12eaa17cf8bb5243",10
"0x3c89e25c856932d9a5f2bf14872fe1a8937319a3",10
"0x2f50cf82bf670dff6bf41ae1f62df193fe5c2755",10
"0x7e1ba6f97a44f7df3e9f5fd9beb5efabe99e71f2",10
"0x78cea5b024e8077ec95d27de349d6804e58abb67",10
"0xd52d35fd7fa53a7990535448c4c5b6d14b28fe57",10
"0xcc1e0a566dbd10869c071c811aba436357858f05",10
"0x0a0f856d86cbb8a42ffe053268ab099b7679259c",9
"0xee3d972c28abd07bc43f4f00605e36e1c4900116",9
"0xc8b315d87a321aeb32e642eb277fa6b33e4a2254",8
"0x3aefe259f340618384d39341dfc4d033f2b50b23",8
"0x5ab1b316c403605b636c602b8305cbe7ce0edd33",8
"0xc57c6deae47749b8b1cc379dc51caad89241ed10",8
"0x819949c31dafbe357aa2fe7392d7f2656d0c5c89",8
"0xac6562374ebb1e2076accc6ca658e91d3b4cc077",8
"0x821d931c07056925b5b1bbfd9c8ad0608a3ec116",8
"0xf35402b3e3f6acea7555fb8f7c964a4af27d254f",8
"0xc7699c0e053795f246f973d22c7323a87a343ea8",8
"0x29b50a25e02b3b04eedc8759859a0701534854be",7
"0xd926950c36ce8982359ee19ae8588f8a38484e3e",7
"0x56ecf6dbc9d077a10c6ddc729a65e672de90d297",7
"0x27c77bb30c794a448e6b9949c6c0fa8f94fb0a90",7
"0xab766858d9b41cf21cbe88b886a23fa8e1df70e4",7
"0xdb5314e5fd28667d580a6b3d617b5cd30d94fd7a",7
"0xf7cbc909f845e249f0fb13a71dd960986b51bbad",7
"0xe229700b1245e1211a72d51f9d0ce81d7c9e2ec9",7
"0x7266c14071febb0072c81bd6cbd5a09d06d41124",6
"0x132db8234171cc9d8a65853cf03d5c0f46c8867e",6
"0xa9f309f6414ac04a600e6d8b3e774912faae986b",6
"0x9bfde4b82f7217fb6af735f8ab58dde54f600359",6
"0xa36a09415e8da9373c7117e5b4e3bc15b803459c",5
"0x6d6cd911f0e526e946f67940866a1ccb100a7d69",5
"0xb7a0946b3057148d0618b7c1857127bbddad8940",5
"0x9df826035bda0efcfbe04839c180d78453b37162",5
"0x831fc6783c71ee5d0b598b5cb9bf426cc7379ebb",5
"0xbd72eaf484d1d6f50dbf5766ec1b1219faf2edfc",5
"0x61b191b73b42e3774202b0968b6313ab8660e76f",4
"0x8eb7145f59f1be2cf5669704ed0ed9cb5c8776f2",4
"0x9d8d154943dc559ea4c63fb930d7e476a5635c25",4
"0x18b3b44fb2a9bf4f3aa779d78a8943541e9e9f11",4
"0xfb29cb8dad1aaed845d520aa4e26491a6c11a413",4
"0x66a41cbab444ac3eb6bab8440859d56d493f2693",4
"0x711dbcce95553de3f02f82be01a1bba0750be25b",4
"0x60bcb83ff02a37c864bb4f89e9d7fb16ae034c2e",4
"0xd4016efdf17c8e416ce62abe61f94fc817afc501",4
"0xdd89d22d6121bae02d2880ae2cc90186bf94b1ee",4
"0xc13adf6bad20a881ca3b88017a91849fe3ab707c",3
"0x98c81c758fef6f7c4c8ac05079b078fb1e69fb7a",3
"0xe4fa4f25a188657f4ed0d2a3854abef4b4655b95",3
"0xfee64d9c90507f4fd1b6393a04dda2b8a402a9ab",3
"0x854de5feddd1a036a05c23850128760f6e0c776d",3
"0xa390826588aec4e90118f58fbb41ef2f3802e8ad",3
"0x34c4fe65fa16edad4f8367b4ffa348adafbc0779",2
"0xa3b1c0a6143975952160b60fd896428c3ff58835",2
"0xc9f07c4bdab95938de44f80a64c89606a2c62ede",2
"0x955277a438d84d524a0fc96231a7efb17194d6f9",2
"0x41e1639ae527322b3bcaf74102361c264ada6cbf",2
"0x502500a16893494dc1c6e4d603a353aab9fa3402",2
"0x14f30a63d0d01d6ca653f6b0c6e0e1f4839e380c",2
"0x64cea4629963ddae84bbdabedbaa9b7457e68ec0",2
"0x9cbd0d88316c91614f12c9a88baec999adc24914",2
"0x45d155808b1c30df32b3984904669ac80bacc806",2
"0xe5f71a323abed4b3c0330d15e1b581d9de5a6ff6",2
"0x4d76987a73e12323c27199f41de65c68d0c55f03",2
"0x1f8a7898d5237ff11ea52d85cc3b633e6be9a939",2
"0xa17f7de14ee47efb1c822a7610781c3679bcdf92",2
"0x05aa6994c0c895e272bbe29f89165cf3272b313f",1
"0x39f65b38ca9bab5ef33704538e822ae0130e4924",1
"0xefd46e5071b91f91f3aeb053a8b43db5ef37016b",1
"0x85edf2ba6cac4160824e0d76ff5436b00ca7ad07",1
"0x56bfc207b3cfeea6402a56cf8ceca0fe9f04b2f9",1
"0x334bc680d521d64f48bd09b10bd24e598dc0da0d",1
"0xfe8b09519b5d36149d9555ffaac4752e4b92c49c",1
"0x31d582c50b179fdd8b2fb54441c908f8f16e1c68",1
"0x0f5f2932b49dc89c81697218188dd7c5385c76d0",1
"0x78221fe29aca060899cac7d665bd95f5bed8e3bd",1
"0x5234b2a38578f5f632ec7e231f7b44a7a6d1e9e9",1
"Summary",
"Direct gifts",14735376
"Commons gifts",2632312
"Creators gifts",2632312
"Sci quest gifts",1000000
"Grand total",21000000
,
"Distribution chart",
2646310,"TOP1-10"
4338698,"TOP11-50"
3801451,"TOP51-150"
2481233,"TOP151-500"
1467684,">TOP501"
2632312,"Commons gift"
2632312,"Creators gifts"
1000000,"Sci quest gifts"
21000000,"Grand total"

Sci quest:
g31250*32 = 1000000

Creators:
g6000*69 =  414000
g28000*42 = 1176000
g49600*21 = 1041600
